category,page_url,page_title,content_id,guidance_proposition_id,guidance_proposition_text,section_locator,source_paragraphs,comparison_id,relationship,confidence,cosine_score,bert_score_f1,explanation,assessment_status,coverage_result,candidate_count,reportable_comparison_count,ungrounded_candidate_count,law_proposition_id,law_proposition_text,law_source_record_id,law_name,law_url,law_provision_url,law_short_name,law_label,law_fragment_locator
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-12,"If the land is not irrigated, a land manager must not use more than 500kg of nitrogen per hectare.",,"If the land isn't irrigated, you must not use more than 500kg of nitrogen per hectare.",m-70b50716,GROUNDED,high,0.7198,,"The law clause sets a 500 kg/ha nitrogen ceiling for non-irrigated grass, which is exactly what the guidance states; the only minor discrepancy is 'land manager' vs 'occupier', but these are functionally equivalent in context.",COMPLETE,HAS_REPORTABLE_COMPARISON,8,1,7,bcand:eaa393f05c361c35,The total amount of nitrogen which the occupier may spread on any given hectare must not exceed 500 kg if the grass is not irrigated.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/13/3,,,regulation:13:paragraph:3:subparagraph:b
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-13,"In subsequent years, a land manager must sample irrigated or high-nitrogen fields between 1 September and 31 October for soil mineral nitrogen levels and give the results to their FACTS-qualified adviser.",section:how-much-nitrogen-you-can-apply-to-your-crops,"In subsequent years, you must sample these fields between 1 September and 31 October for soil mineral nitrogen levels and give your FACTS-qualified adviser the results.",m-0547f83a,GROUNDED,high,0.6849,,"Regulation 13(5) directly requires the occupier to provide a FACTS adviser with soil analyses from representative autumn soil samples for subsequent years, which aligns with the guidance requiring sampling of irrigated or high-nitrogen fields in September–October and providing results to a FACTS-qualified adviser.",COMPLETE,HAS_REPORTABLE_COMPARISON,15,1,14,bcand:39feb3c288ff4258,"After acting in reliance on regulation 13, the occupier must provide the FACTS adviser with soil analyses from representative autumn soil samples so that the adviser may take the analyses into account when advising for the purposes of paragraph (2) in relation to subsequent years.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/13/5,,,regulation:13:paragraph:5
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-14,A land manager may apply up to 170kg per hectare of nitrogen in livestock manure (including manure deposited directly by livestock and spreading) on their holding in each calendar year as a loading limit averaged across the holding.,,You can apply up to 170kg per hectare of nitrogen in livestock manure (including manure deposited directly by livestock and spreading) on your holding in each calendar year. This limit is the loading limit and applies as an average across your holding. It's separate from the field limit of 250kg per hectare from organic manures.,m-11b835bc,GROUNDED,high,0.8111,,The guidance accurately restates the statutory obligation in regulation 7(1): the 170 kg/ha ceiling on nitrogen from livestock manure (whether deposited directly or spread) applied to the holding as a whole in each calendar year. The guidance's phrase 'averaged across the holding' correctly captures the aggregate nature of the limit (total nitrogen ÷ hectares of holding).,COMPLETE,HAS_REPORTABLE_COMPARISON,2,1,1,bcand:44654d1fd1959fe9,"The occupier of a holding must ensure that, in any calendar year, the total amount of nitrogen in livestock manure applied to the holding (whether directly by an animal or by spreading) does not exceed 170 kg multiplied by the area of the holding in hectares.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/7/1,,,regulation:7:paragraph:1
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-15,"A land manager must not use more than 250kg of total nitrogen from all organic manures spread in any 12-month period on any single hectare of land (the field limit), not including livestock manures deposited by grazing animals.",,You must not use more than 250kg of total nitrogen from all organic manures spread in any 12 month period on any single hectare of your land. This limit (the field limit) doesn't include livestock manures deposited by grazing animals.,m-11ebadb6,GUIDANCE_BROADER,high,0.7727,,"The law states the 250kg/ha limit for organic manure nitrogen in any 12-month period, which the guidance accurately reflects. However, the guidance adds the explicit exclusion of nitrogen from livestock manures deposited by grazing animals, which is not stated in this clause (it may appear elsewhere in the regulation). This makes the guidance slightly broader/more specific than what this clause alone says, but does not contradict it.",COMPLETE,HAS_REPORTABLE_COMPARISON,3,1,2,bcand:e89bc41d40111b1b,"The occupier of a holding must ensure that in any twelve-month period, the total amount of nitrogen in organic manure spread on any given hectare of land on the holding does not exceed 250kg.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/8/1,,,regulation:8:paragraph:1
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-16,A land manager must use standard values to work out how much nitrogen is produced by livestock on or brought onto their farm.,section:how-much-organic-manure-you-can-use-farm-and-field-limits,You must use standard values to work out how much nitrogen is produced by the livestock on your farm or bought on to your farm.,,,,,,,COMPLETE,NO_CANDIDATES_FOUND,0,0,0,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-17,A land manager must plan their nitrogen use so that they do not exceed the livestock manure nitrogen loading limit.,,You must plan so that you don't exceed the limit.,m-0e717b54,GROUNDED,high,0.7395,,"The surrounding guidance explicitly states 'A land manager may apply up to 170kg per hectare of nitrogen in livestock manure (including manure deposited directly by livestock and spreading) on their holding in each calendar year as a loading limit averaged across the holding,' which provides the specific 170 kg/ha quantified limit and the calendar-year basis that the original verdict found missing",COMPLETE,HAS_REPORTABLE_COMPARISON,9,1,8,bcand:44654d1fd1959fe9,"The occupier of a holding must ensure that, in any calendar year, the total amount of nitrogen in livestock manure applied to the holding (whether directly by an animal or by spreading) does not exceed 170 kg multiplied by the area of the holding in hectares.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/7/1,,,regulation:7:paragraph:1
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-18,"If the only organic manure used is certified green or certified green/food compost, a land manager may apply up to 500kg of nitrogen per hectare every 2 years as mulch or worked into the ground.",section:how-much-organic-manure-you-can-use-farm-and-field-limits,up to 500kg of nitrogen per hectare every 2 years as mulch or worked into the ground,m-adcb3590,GROUNDED,high,0.7513,,"The law sets a 500kg nitrogen limit per hectare in any two-year period for green compost or green/food compost, whether spread as mulch or incorporated into the soil. The guidance accurately restates this same rule, including both application methods.",COMPLETE,HAS_REPORTABLE_COMPARISON,2,1,1,bcand:1e371b57abbd94fd,"Condition 2 requires that the total amount of nitrogen in the form of green compost or green/food compost spread on any given hectare of land on the holding does not exceed 500kg in any two-year period, whether spread as mulch or incorporated into the soil.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/8/4,,,regulation:8:paragraph:4:subparagraph:a
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-19,"If the only organic manure used is certified green or certified green/food compost, a land manager may apply up to 1,000kg of nitrogen per hectare every 4 years only as mulch and only in an orchard growing fruit of the genera Malus, Prunus or Pyrus.",section:how-much-organic-manure-you-can-use-farm-and-field-limits,"up to 1,000kg of nitrogen per hectare every 4 years (only as mulch and in an orchard growing fruit of the genera Malus, Prunus or Pyrus)",m-e804fbb9,GUIDANCE_BROADER,medium,0.7672,,"The law sets a 1,000kg nitrogen/hectare/four-year ceiling for green or green/food compost spread as mulch on orchard land, which the guidance accurately reflects. However, the guidance adds the restriction that the orchard must be growing fruit of the genera Malus, Prunus, or Pyrus, which is a narrower/higher-bar condition not stated in this candidate clause — making the guidance broader (more restrictive) than what this clause alone specifies.",COMPLETE,HAS_REPORTABLE_COMPARISON,2,1,1,bcand:b4fd9e8353dc73a8,"In the case of orchard land, Condition 2 requires that the total amount of nitrogen in the form of green compost or green/food compost spread on any given hectare does not exceed 1,000kg in any four-year period, provided it is spread as mulch.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/8/4,,,regulation:8:paragraph:4:subparagraph:b
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-2,"A person who produces or imports livestock manures must also follow the guidance on storing organic manures in NVZs and storing silage, slurry and agricultural fuel oil.",section:intro,"You must also follow the guidance on storing organic manures in NVZs and storing silage, slurry and agricultural fuel oil if you produce or import livestock manures.",m-8c7eb4a6,GUIDANCE_INCOMPLETE,medium,0.7082,,"Regulation 23(1)(c) is one of the storage obligations the guidance points toward, but the guidance only cross-references storage guidance by direction rather than restating the specific impermeable surface requirement, and it bundles multiple regulatory requirements (silage, slurry, agricultural fuel oil) beyond this single clause.",COMPLETE,HAS_REPORTABLE_COMPARISON,15,1,14,bcand:00368cd678597285,"The occupier of a holding must not store organic manure (other than slurry), or bedding contaminated with organic manure, except on an impermeable surface.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/23/1,,,regulation:23:paragraph:1:subparagraph:c
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-20,The compost used under the certified green/green-food compost exemption must not contain livestock manure and must be produced to the PAS100 protocol.,section:how-much-organic-manure-you-can-use-farm-and-field-limits,The compost that you use must not contain livestock manure and must be produced to the PAS100 protocol.,,,,,,,COMPLETE,ONLY_UNGROUNDED_CANDIDATES,2,0,2,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-21,"A land manager must plan all applications of nitrogen on each crop in each field (including grass), and must keep the fertilisation plan as part of farm records.",section:plan-your-nitrogen-use,You must plan all your applications of nitrogen on each crop in each field (including grass). This is your fertilisation plan. You must keep it as part of your farm records.,m-96f774b9,GROUNDED,medium,0.7025,,"This provision establishes that a plan for spreading nitrogen fertiliser must identify each field by reference or name, directly supporting the guidance's statement that all applications must be planned on each field. It is the closest single anchor to the general planning obligation.",COMPLETE,HAS_REPORTABLE_COMPARISON,15,9,6,bcand:4b7aa4105a13e94e,A plan for the spreading of nitrogen fertiliser must include the reference or name of the relevant field.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/10/5,,,regulation:10:paragraph:5:subparagraph:a
